"year","level","age_d","sex","n_d","lower_age","upper_age","deaths","deaths-adj","qx","k","q28_5","reg_year","p.qx","p.qx_p","p.qx_m","deaths_28"
2013,"Central East Anatolia",21,"total",7,0,28,39,39,0.00965488331735892,0.52792220925278,0.0118789210500337,"2013 Central East Anatolia",0.0124910282028954,0.0158830711004812,0.00992576186074927,812
2013,"East Black Sea",21,"total",7,0,28,15,15,0.00542076942722529,0.296682190631852,0.00527638906559381,"2013 East Black Sea",0.00622903891951243,0.0083855208311197,0.00474980807924605,181
2013,"East Marmara",21,"total",7,0,28,29,29,0.00546710083060741,0.262231426022523,0.00518540351043359,"2013 East Marmara",0.00612312890260238,0.00825363801771978,0.00466520376490718,586
2013,"İstanbul",21,"total",7,0,28,110,110,0.00535895016979129,0.146325893324596,0.00465320594750381,"2013 İstanbul",0.005489009628414,0.00745827494262022,0.00416148011407326,1154
2013,"Mediterranean",21,"total",7,0,28,83,83,0.00790100845656537,0.0894087307429579,0.00662726483422163,"2013 Mediterranean",0.00772272072171295,0.010221153972259,0.00595590833658252,1279
2013,"Northeast Anatolia",21,"total",7,0,28,36,36,0.00977199472669037,0.40585272048345,0.0109778442022121,"2013 Northeast Anatolia",0.0117629303368658,0.0150319131789475,0.00931059479600237,462
2013,"Southeast Anatolia",21,"total",7,0,28,125,125,0.00980378123475923,0.419804697067535,0.0111421875140958,"2013 Southeast Anatolia",0.0118980054660923,0.0151900983498721,0.00942451862949111,2153
2013,"WEST ANATOLIA",21,"total",7,0,28,30,30,0.0060742262636353,0.19231626635704,0.0054588849090832,"2013 WEST ANATOLIA",0.00643934128612731,0.00864664715252218,0.00491818687953676,662
2013,"WEST BLACK SEA",21,"total",7,0,28,14,14,0.00543451046453838,0.435320236395218,0.00585184529972052,"2013 WEST BLACK SEA",0.00688281617775175,0.00919422669941151,0.00527486084904203,305
2013,"WEST MARMARA",21,"total",7,0,28,17,17,0.0064672398049297,-0.26498366837872,0.0039071238500776,"2013 WEST MARMARA",0.00455605033066369,0.00626734631985926,0.00342993777769617,226
2014,"Aegean",21,"total",7,0,28,51,51,0.00626132827163287,-0.0151090012909564,0.00474922457553713,"2014 Aegean",0.00560530137679308,0.00760491370184007,0.00425348384423242,843
2014,"Central Anatolia",21,"total",7,0,28,21,21,0.0070903046075199,0.0388001760975133,0.0056483755241524,"2014 Central Anatolia",0.00665475936944414,0.00891313641436362,0.00509117519343849,436
2014,"Central East Anatolia",21,"total",7,0,28,45,45,0.00955762731367909,0.330693066429095,0.0100703407636863,"2014 Central East Anatolia",0.0109973756334105,0.0141327597058357,0.00866676090951438,793
2014,"East Black Sea",21,"total",7,0,28,8,8,0.00643811166468375,0.0449444616511582,0.00513862998637225,"2014 East Black Sea",0.00606840445459759,0.0081853910575058,0.00462153963792269,192
2014,"East Marmara",21,"total",7,0,28,40,40,0.00641799490848746,-0.253010989914671,0.00392340283927984,"2014 East Marmara",0.00457696973132338,0.00629436010806721,0.00344620684357363,680
2014,"İstanbul",21,"total",7,0,28,107,107,0.00604744561433264,0.034066970123229,0.00478248865925346,"2014 İstanbul",0.00564539243941095,0.00765538256540274,0.00428524164010726,1361
2014,"Mediterranean",21,"total",7,0,28,80,80,0.00818721796502798,-0.0378717516955232,0.00616839047830912,"2014 Mediterranean",0.00723113604201237,0.00962161980238923,0.00555645602862814,1399
2014,"Northeast Anatolia",21,"total",7,0,28,24,24,0.00798561706514319,0.554672548513218,0.00966297854978201,"2014 Northeast Anatolia",0.0106422275373466,0.0137140090251551,0.00836920557050141,374
2014,"Southeast Anatolia",21,"total",7,0,28,133,133,0.0114197964037537,0.0385837240504944,0.0098050339453509,"2014 Southeast Anatolia",0.0107669242434457,0.013861161560148,0.00847359584487627,2502
2014,"WEST ANATOLIA",21,"total",7,0,28,34,34,0.00530945696390151,0.17495182153096,0.00471543315260219,"2014 WEST ANATOLIA",0.00556447152387047,0.00755347073065665,0.00422116178205528,601
2014,"WEST BLACK SEA",21,"total",7,0,28,17,17,0.00745195239571345,-0.201363433004939,0.00479052035235745,"2014 WEST BLACK SEA",0.00565505745233579,0.00766754305735598,0.00429290073561083,400
2014,"WEST MARMARA",21,"total",7,0,28,7,7,0.0058629259257849,-0.158158461869567,0.00393006904947956,"2014 WEST MARMARA",0.00458552890280412,0.00630540835550609,0.00345286517324102,220
2015,"Aegean",21,"total",7,0,28,49,49,0.00611591838643291,-0.0348033212314785,0.00456244944329669,"2015 Aegean",0.00537831173890676,0.00731834433810646,0.00407406400840809,800
2015,"Central Anatolia",21,"total",7,0,28,28,28,0.007334426936026,-0.0080759619963113,0.0056220528255949,"2015 Central Anatolia",0.00662501163718189,0.00887639376472533,0.00506725639745445,435
2015,"Central East Anatolia",21,"total",7,0,28,51,51,0.00917436473393808,0.28902783190337,0.00927388316694372,"2015 Central East Anatolia",0.0102958590165987,0.0133045298346459,0.00807973992876564,722
2015,"East Black Sea",21,"total",7,0,28,9,9,0.0050354397376966,0.313139754553868,0.0049702489267811,"2015 East Black Sea",0.00586981417000964,0.00793712588264576,0.00446338644616667,154
2015,"East Marmara",21,"total",7,0,28,39,39,0.00545542119768291,-0.0486580851610301,0.00404014775069926,"2015 East Marmara",0.00472625418102654,0.00648669347393789,0.00356249016259109,603
2015,"İstanbul",21,"total",7,0,28,80,80,0.00552210386874483,0.052934890668094,0.00444589912502782,"2015 İstanbul",0.00523503168951511,0.00713671046630411,0.00396115726287292,1241
2015,"Mediterranean",21,"total",7,0,28,71,71,0.00668585881281842,0.177349077745821,0.00595465056266458,"2015 Mediterranean",0.00699679282106594,0.00933432698045795,0.00536686732208686,1124
2015,"Northeast Anatolia",21,"total",7,0,28,16,16,0.00825707917471367,0.525570509477342,0.00983237655075423,"2015 Northeast Anatolia",0.010790820231596,0.0138893452885858,0.0084936110461245,366
2015,"Southeast Anatolia",21,"total",7,0,28,136,136,0.00953504207143104,0.286258469785187,0.00968987527252796,"2015 Southeast Anatolia",0.0106659085128401,0.013741965099053,0.00838902300299748,2091
2015,"WEST ANATOLIA",21,"total",7,0,28,39,39,0.00531609088489918,0.187622180085404,0.00476738528334912,"2015 WEST ANATOLIA",0.00562720178399372,0.00763248844036016,0.00427082954679955,624
2015,"WEST BLACK SEA",21,"total",7,0,28,13,13,0.00548192218853147,0.259933442204862,0.00519025505470963,"2015 WEST BLACK SEA",0.00612879428053483,0.00826069931031363,0.00466972613218775,319
2015,"WEST MARMARA",21,"total",7,0,28,15,15,0.00454849690809233,0.236275313456786,0.0042688796125058,"2015 WEST MARMARA",0.00501497996978852,0.00685656958912197,0.00378829004451714,181
2016,"Aegean",21,"total",7,0,28,43,43,0.00588975439212272,0.031716085142883,0.00465062485269218,"2016 Aegean",0.00548587190027691,0.00745431330278739,0.00415900011807677,792
2016,"Central Anatolia",21,"total",7,0,28,18,18,0.0051640229819244,0.537907414305345,0.0059745394893213,"2016 Central Anatolia",0.007018747500645,0.00936128537427092,0.00538460544202907,308
2016,"Central East Anatolia",21,"total",7,0,28,39,39,0.00886536169245236,0.246099499264751,0.00860320780560884,"2016 Central East Anatolia",0.00968135701228323,0.0125752165417283,0.0075680862794132,680
2016,"East Black Sea",21,"total",7,0,28,13,13,0.00457083143509428,0.296964204565389,0.00448174470479619,"2016 East Black Sea",0.00527923295020938,0.0071928070850035,0.00399595945682381,149
2016,"East Marmara",21,"total",7,0,28,37,37,0.00537914218029374,0.085572334619341,0.00445128521216793,"2016 East Marmara",0.00524168095315724,0.0071451528242898,0.00396639094423729,594
2016,"İstanbul",21,"total",7,0,28,69,69,0.00534844274086494,0.0980151133118272,0.00447113330250264,"2016 İstanbul",0.00526616051699523,0.00717622257123215,0.00398566406619974,1211
2016,"Mediterranean",21,"total",7,0,28,81,81,0.00664743489635941,0.205814737691961,0.00605461884565179,"2016 Mediterranean",0.00710683406100947,0.00946935741587134,0.00545582387516715,1132
2016,"Northeast Anatolia",21,"total",7,0,28,22,22,0.00762645646882323,0.48705328765577,0.00872220048823317,"2016 Northeast Anatolia",0.00979206579026943,0.0127068929292149,0.00766007962981538,321
2016,"Southeast Anatolia",21,"total",7,0,28,116,116,0.00913381286608887,0.33428861118764,0.00956446926162113,"2016 Southeast Anatolia",0.0105552100601282,0.0136112393895871,0.00829641414673972,1986
2016,"WEST ANATOLIA",21,"total",7,0,28,35,35,0.0051979416542909,0.0507351543057644,0.00419074036778218,"2016 WEST ANATOLIA",0.00491690439240017,0.0067312308416291,0.00371145822760685,598
2016,"WEST BLACK SEA",21,"total",7,0,28,10,10,0.00518159700390107,0.42259722748032,0.00553023303388123,"2016 WEST BLACK SEA",0.00652079988523005,0.00874753278352109,0.0049835407902029,273
2016,"WEST MARMARA",21,"total",7,0,28,13,13,0.00436149244441944,0.0642359247949388,0.00361157153621324,"2016 WEST MARMARA",0.00417188493303212,0.00576841702350432,0.00313232659262473,175
2017,"Aegean",21,"total",7,0,28,43,43,0.00542270027179664,0.0138079672308937,0.00423207511237475,"2017 Aegean",0.00496885730174331,0.0067976635814801,0.00375214119412806,701
2017,"Central Anatolia",21,"total",7,0,28,14,14,0.00588160444699579,0.218507443013369,0.00539327188675051,"2017 Central Anatolia",0.00636405502588796,0.00855327866908056,0.00485785109403434,351
2017,"Central East Anatolia",21,"total",7,0,28,25,25,0.0081674105089662,0.268022038584534,0.0079665667740804,"2017 Central East Anatolia",0.00907594803031811,0.0118527664242043,0.00706655640194096,616
2017,"East Black Sea",21,"total",7,0,28,7,7,0.00631656730132001,0.00344986297245409,0.00486742945789929,"2017 East Black Sea",0.0057473111348648,0.00778349346107703,0.00436606667689954,187
2017,"East Marmara",21,"total",7,0,28,42,42,0.0050470132822439,-0.0381470819643219,0.003792847159244,"2017 East Marmara",0.00440848964743556,0.00607635235619544,0.00331536233334932,553
2017,"İstanbul",21,"total",7,0,28,79,79,0.00514481017971558,0.0790250519012005,0.00424546014240222,"2017 İstanbul",0.00498564599562107,0.00681911316324768,0.00376529600182902,1137
2017,"Mediterranean",21,"total",7,0,28,53,53,0.00611031356668356,0.239429242655268,0.00569719187034444,"2017 Mediterranean",0.00670977837617851,0.00898104503462902,0.00513543872146068,999
2017,"Northeast Anatolia",21,"total",7,0,28,23,23,0.00729362397254124,0.35119290476636,0.00749138585284896,"2017 Northeast Anatolia",0.00860884699731156,0.0112923877090942,0.00668148004468617,294
2017,"Southeast Anatolia",21,"total",7,0,28,112,112,0.00847921298540442,0.318520123071805,0.00865656766005698,"2017 Southeast Anatolia",0.00973109439883854,0.0126343898564148,0.00760940511368594,1830
2017,"WEST ANATOLIA",21,"total",7,0,28,36,36,0.00537844546635598,0.173227195547142,0.00476817565751732,"2017 WEST ANATOLIA",0.00562815423256401,0.00763368737634252,0.00427158404907125,611
2017,"WEST BLACK SEA",21,"total",7,0,28,15,15,0.00492793414726901,0.183898707448403,0.00442286846415493,"2017 WEST BLACK SEA",0.00520656911049448,0.00710055770419002,0.00393876086177166,262
2017,"WEST MARMARA",21,"total",7,0,28,21,21,0.00497874532279556,0.0213938807797867,0.00393265338351196,"2017 WEST MARMARA",0.00458884595616716,0.00630968934316545,0.00345544585451812,186
2018,"Aegean",21,"total",7,0,28,37,37,0.00599019550688792,-0.106883910076988,0.00419919530456308,"2018 Aegean",0.00492754443688249,0.00674484338704535,0.00371978710595203,737
2018,"Central Anatolia",21,"total",7,0,28,21,21,0.00612341190028737,0.0995531785808245,0.00511038189069453,"2018 Central Anatolia",0.00603526225567089,0.00814402495134533,0.00459511301791246,348
2018,"Central East Anatolia",21,"total",7,0,28,30,30,0.0066454423982316,0.538872602625793,0.0077758642557285,"2018 Central East Anatolia",0.00889011413073515,0.0116301495230793,0.00691315218711198,512
2018,"East Black Sea",21,"total",7,0,28,5,5,0.00499756916034642,0.0535844318968286,0.00404949199551522,"2018 East Black Sea",0.00473814678574131,0.00650198275761328,0.0035717675734417,154
2018,"East Marmara",21,"total",7,0,28,37,37,0.0052244255574888,0.0143875088239701,0.00408850391292625,"2018 East Marmara",0.00478770821802715,0.00656564848117667,0.00361045215296629,574
2018,"İstanbul",21,"total",7,0,28,75,75,0.00508294520287531,0.063613546965507,0.0041466103481175,"2018 İstanbul",0.00486125917091741,0.0066599806875869,0.00366792574647566,1108
2018,"Mediterranean",21,"total",7,0,28,63,63,0.0056359673806773,0.287982308131823,0.0054486984291558,"2018 Mediterranean",0.00642767670407585,0.00863218903856967,0.00490883449490017,891
2018,"Northeast Anatolia",21,"total",7,0,28,16,16,0.00578920243680575,0.878659248588627,0.00844579018689395,"2018 Northeast Anatolia",0.00953374065667403,0.0123994393503546,0.00744555660095269,225
2018,"Southeast Anatolia",21,"total",7,0,28,114,114,0.0084687882810808,0.290407051162477,0.0084537626295754,"2018 Southeast Anatolia",0.00954124880434999,0.0124083855254255,0.00745178509098828,1844
2018,"WEST ANATOLIA",21,"total",7,0,28,31,31,0.00498598761744865,0.477430992021936,0.00553387372974155,"2018 WEST ANATOLIA",0.00652494515627752,0.00875266288328168,0.00498686849571758,570
2018,"WEST BLACK SEA",21,"total",7,0,28,19,19,0.0057161427281625,0.13283556196952,0.0049021265574928,"2018 WEST BLACK SEA",0.00578875637495995,0.00783551297710588,0.00439897120660741,299
2018,"WEST MARMARA",21,"total",7,0,28,13,13,0.0044067282296963,0.198921151210384,0.004034755759212,"2018 WEST MARMARA",0.00471938790386601,0.00647786392707358,0.00355713470801804,187
2019,"Aegean",21,"total",7,0,28,36,36,0.00548000353882927,0.0475227630902057,0.00439408607916381,"2019 Aegean",0.00517092833089504,0.00705525339839375,0.00391073148522364,637
2019,"Central Anatolia",21,"total",7,0,28,14,14,0.0071282886306308,0.11519109260089,0.0060568938981085,"2019 Central Anatolia",0.00710932937388894,0.00947241678684027,0.00545784249725999,384
2019,"Central East Anatolia",21,"total",7,0,28,34,34,0.00710635931088748,0.278589054089358,0.00688406534097782,"2019 Central East Anatolia",0.00799127238313306,0.0105470213507026,0.00617508015595555,509
2019,"East Black Sea",21,"total",7,0,28,10,10,0.00422918708276829,0.135612857386816,0.00371044340107409,"2019 East Black Sea",0.00430131765656666,0.00593713420222705,0.00323235019294008,124
2019,"East Marmara",21,"total",7,0,28,36,36,0.00432446850879234,0.415757391684511,0.00462792048322956,"2019 East Marmara",0.00545824473406455,0.00741942000843099,0.00413716966463426,471
2019,"İstanbul",21,"total",7,0,28,53,53,0.00473635110268577,0.159699098020686,0.0041850938995662,"2019 İstanbul",0.00490979486332104,0.00672213310665826,0.00370589386897787,951
2019,"Mediterranean",21,"total",7,0,28,56,56,0.00572549486364976,0.287397573156576,0.00553292723754424,"2019 Mediterranean",0.00652386759233648,0.00875132934786973,0.0049860034397983,850
2019,"Northeast Anatolia",21,"total",7,0,28,19,19,0.00646185625734393,0.411015071664655,0.00687508372099327,"2019 Northeast Anatolia",0.00798195641022337,0.0105357356391255,0.00616746631342208,244
2019,"Southeast Anatolia",21,"total",7,0,28,127,127,0.0078245864205895,0.506767129705079,0.0091124005896245,"2019 Southeast Anatolia",0.0101499724696021,0.0131317257994673,0.00795804572178701,1645
2019,"WEST ANATOLIA",21,"total",7,0,28,25,25,0.00485401782685485,0.295551878736881,0.00473755721961727,"2019 WEST ANATOLIA",0.00559121559913081,0.00758717158331316,0.00424233074958512,524
2019,"WEST BLACK SEA",21,"total",7,0,28,9,9,0.00459858888005411,0.41156481523467,0.00488879086699555,"2019 WEST BLACK SEA",0.00577283985301494,0.00781554073085873,0.00438633212054581,229
2019,"WEST MARMARA",21,"total",7,0,28,7,7,0.00479912124160695,0.123783391219991,0.00412147316479807,"2019 WEST MARMARA",0.00482948001105167,0.00661924438329339,0.00364308374468256,181
2020,"Aegean",21,"total",7,0,28,24,24,0.00450061604803336,0.128526104752148,0.00390133787114096,"2020 Aegean",0.00454860895552639,0.00625773334250975,0.0034241521465352,521
2020,"Central Anatolia",21,"total",7,0,28,11,11,0.00612949344973015,0.253788378220539,0.00577915307968445,"2020 Central Anatolia",0.00680172093055193,0.00909439147328683,0.00520948024649021,321
2020,"Central East Anatolia",21,"total",7,0,28,34,34,0.00772017784609846,0.184605844262123,0.00699219155393124,"2020 Central East Anatolia",0.00810299550942636,0.0106822659694702,0.00626644979689169,522
2020,"East Black Sea",21,"total",7,0,28,12,12,0.00454147173029591,0.110223048521779,0.00387876020547388,"2020 East Black Sea",0.00451954126389843,0.00622016403627383,0.00340155994364677,128
2020,"East Marmara",21,"total",7,0,28,24,24,0.00454182096730377,0.100498725814965,0.0038502176091763,"2020 East Marmara",0.00448272466791687,0.00617253608889576,0.00337296291351769,448
2020,"İstanbul",21,"total",7,0,28,48,48,0.00422736780850922,0.272827842654996,0.00410009361143615,"2020 İstanbul",0.00480240406601945,0.00658451077401843,0.00362192954111885,806
2020,"Mediterranean",21,"total",7,0,28,35,35,0.00526319946621622,0.419433779896317,0.00560378921270388,"2020 Mediterranean",0.00660433835234295,0.00885084860406193,0.005050639625201,761
2020,"Northeast Anatolia",21,"total",7,0,28,13,13,0.00633572050692801,0.483180123122994,0.00709712255813319,"2020 Northeast Anatolia",0.00821066927958967,0.0108124353735682,0.00635461064041137,227
2020,"Southeast Anatolia",21,"total",7,0,28,90,90,0.00814134536275401,0.325607990461759,0.00830749891208059,"2020 Southeast Anatolia",0.00940295081194631,0.0122434997675708,0.00733712224096726,1565
2020,"WEST ANATOLIA",21,"total",7,0,28,19,19,0.00505061929903109,-0.0265266920552373,0.00383193867326088,"2020 WEST ANATOLIA",0.00445910635371215,0.00614195642810339,0.00335462808651221,506
2020,"WEST BLACK SEA",21,"total",7,0,28,9,9,0.00386624951805118,0.681339859938956,0.00496694844595461,"2020 WEST BLACK SEA",0.00586589651664026,0.00793221855908571,0.00446027130250189,184
